	ordinal	filename	word	IPA	tokenised	qichwa	english	spanish
32807	2353	zh_hant.csv	鑌	/pɪn˥˥/	['p', 'ɪ', 'n']	pin	Tin	Estaño
32808	2354	zh_hant.csv	鑗	/li˧˥/	['l', 'i']	li	鑗	鑗
32809	2355	zh_hant.csv	鑞	/la˥˩/	['l', 'a']	la	pewter	estaño
32810	2356	zh_hant.csv	鑟	/tu˧˥/	['t', 'u']	tu	鑟	鑟
32811	2357	zh_hant.csv	鑥	/lu˨˩˦/	['l', 'u']	lu	鑥	鑥
32812	2358	zh_hant.csv	鑪	/lu˧˥/	['l', 'u']	lu	furnace	horno
32813	2359	zh_hant.csv	鑻	/pʰan˥˩/	['pʰ', 'a', 'n']	phan	鑻	Bing
32814	2360	zh_hant.csv	钄	/lan˧˥/	['l', 'a', 'n']	lan	Iron	Hierro
32815	2361	zh_hant.csv	镾	/mi˧˥/	['m', 'i']	mi	镾	镾
32816	2362	zh_hant.csv	閁	/ma˥˩/	['m', 'a']	ma	閁	閁
32817	2363	zh_hant.csv	閇	/pi˥˩/	['p', 'i']	pi	to eat	comer
32818	2364	zh_hant.csv	閈	/xan˥˩/	['x', 'a', 'n']	kan	闬	闬
32819	2365	zh_hant.csv	閉	/pi˥˩/	['p', 'i']	pi	close	cerca
32820	2366	zh_hant.csv	閐	/san˥˩/	['s', 'a', 'n']	san	閐	閐
32821	2367	zh_hant.csv	閟	/pi˥˩/	['p', 'i']	pi	閟	閟
32822	2368	zh_hant.csv	閩	/mɪn˨˩˦/	['m', 'ɪ', 'n']	min	Fujian	fujián
32823	2369	zh_hant.csv	閵	/lɪn˥˩/	['l', 'ɪ', 'n']	lin	閵	閵
32824	2370	zh_hant.csv	闆	/pan˨˩˦/	['p', 'a', 'n']	pan	plate	lámina
32825	2371	zh_hant.csv	闉	/ɪn˥˥/	['ɪ', 'n']	in	inner gates	puertas interiores
32826	2372	zh_hant.csv	闒	/tʰa˥˩/	['tʰ', 'a']	tha	the lottery	la lotería
32827	2373	zh_hant.csv	闢	/pʰi˥˩/	['pʰ', 'i']	phi	provide	proporcionar
32828	2374	zh_hant.csv	闥	/tʰa˥˩/	['tʰ', 'a']	tha	door	puerta
32829	2375	zh_hant.csv	阥	/ɪn˥˥/	['ɪ', 'n']	in	gamble	jugar
32830	2376	zh_hant.csv	阪	/pan˨˩˦/	['p', 'a', 'n']	pan	saka	saka
32831	2377	zh_hant.csv	阰	/pʰi˧˥/	['pʰ', 'i']	phi	scrofula	escrófula
32832	2378	zh_hant.csv	阺	/ti˨˩˦/	['t', 'i']	ti	the	el
32833	2379	zh_hant.csv	陛	/pi˥˩/	['p', 'i']	pi	Majesty	Majestad
32834	2380	zh_hant.csv	陠	/pʰu˥˥/	['pʰ', 'u']	phu	the	el
32835	2381	zh_hant.csv	陰	/ɪn˥˥/	['ɪ', 'n']	in	Negative	Negativo
32836	2382	zh_hant.csv	陴	/pʰi˧˥/	['pʰ', 'i']	phi	parapet	parapeto
32837	2383	zh_hant.csv	陸地	/lu˥˩ ti˥˩/	['l', 'u', 't', 'i']	luti	land	tierra
32838	2384	zh_hant.csv	陻	/ɪn˥˥/	['ɪ', 'n']	in	go out	salir
32839	2385	zh_hant.csv	隂	/ɪn˥˥/	['ɪ', 'n']	in	Negative	Negativo
32840	2386	zh_hant.csv	隄	/ti˥˥/	['t', 'i']	ti	embankment	terraplén
32841	2387	zh_hant.csv	隄壩	/ti˥˥ pa˥˩/	['t', 'i', 'p', 'a']	tipa	embankment	terraplén
32842	2388	zh_hant.csv	隌	/an˨˩˦/	['a', 'n']	an	隌	隌
32843	2389	zh_hant.csv	隠	/ɪn˨˩˦/	['ɪ', 'n']	in	隠	隠
32844	2390	zh_hant.csv	隣	/lɪn˧˥/	['l', 'ɪ', 'n']	lin	adjacent	adyacente
32845	2391	zh_hant.csv	隦	/pʰi˨˩˦/	['pʰ', 'i']	phi	Kui	Kui
32846	2392	zh_hant.csv	隬	/ni˨˩˦/	['n', 'i']	ni	beating	golpeando
32847	2393	zh_hant.csv	隱	/ɪn˨˩˦/	['ɪ', 'n']	in	hidden	oculto
32848	2394	zh_hant.csv	隱隱	/ɪn˨˩˦ ɪn˨˩˦/	['ɪ', 'n', 'ɪ', 'n']	inin	Faintly	débilmente
32849	2395	zh_hant.csv	隷	/li˥˩/	['l', 'i']	li	scribe	escriba
32850	2396	zh_hant.csv	隸	/li˥˩/	['l', 'i']	li	scribe	escriba
32851	2397	zh_hant.csv	雃	/ja˨˩˦/	['j', 'a']	ya	雃	雃
32852	2398	zh_hant.csv	雅	/ja˨˩˦/	['j', 'a']	ya	elegant	elegante
32853	2399	zh_hant.csv	雐	/xu˥˥/	['x', 'u']	ku	croak	croar
32854	2400	zh_hant.csv	雗	/xan˥˩/	['x', 'a', 'n']	kan	雗	雗
32855	2401	zh_hant.csv	離譜	/li˧˥ pʰu˨˩˦/	['l', 'i', 'pʰ', 'u']	liphu	Outrageous	Indignante
32856	2402	zh_hant.csv	難以	/nan˧˥ i˨˩˦/	['n', 'a', 'n', 'i']	nani	difficult	difícil
32857	2403	zh_hant.csv	雫	/na˨˩˦/	['n', 'a']	na	Shizuku	Shizuku
32858	2404	zh_hant.csv	雮	/mu˥˩/	['m', 'u']	mu	much	mucho
32859	2405	zh_hant.csv	雴	/li˥˩/	['l', 'i']	li	grub	comida
32860	2406	zh_hant.csv	雸	/an˧˥/	['a', 'n']	an	octopus	pulpo
32861	2407	zh_hant.csv	霂	/mu˥˩/	['m', 'u']	mu	drizzle	llovizna
32862	2408	zh_hant.csv	霒	/ɪn˥˥/	['ɪ', 'n']	in	霒	霒
32863	2409	zh_hant.csv	霓	/ni˧˥/	['n', 'i']	ni	Neon	Neón
32864	2410	zh_hant.csv	霖	/lɪn˧˥/	['l', 'ɪ', 'n']	lin	Lin	Lin
32865	2411	zh_hant.csv	霠	/ɪn˥˥/	['ɪ', 'n']	in	霠	霠
32866	2412	zh_hant.csv	霦	/pɪn˥˥/	['p', 'ɪ', 'n']	pin	霦	霦
32867	2413	zh_hant.csv	霧鬢	/u˥˩ pɪn˥˩/	['u', 'p', 'ɪ', 'n']	upin	foggy temples	templos brumosos
32868	2414	zh_hant.csv	霪	/ɪn˧˥/	['ɪ', 'n']	in	heavy rain	Lluvia Pesada
32869	2415	zh_hant.csv	霮	/tan˥˩/	['t', 'a', 'n']	tan	denseness of clouds	densidad de nubes
32870	2416	zh_hant.csv	露宿	/lu˥˩ su˥˩/	['l', 'u', 's', 'u']	lusu	sleep out	dormir afuera
32871	2417	zh_hant.csv	露骨	/lu˥˩ ku˨˩˦/	['l', 'u', 'k', 'u']	luku	explicit	explícito
32872	2418	zh_hant.csv	霹	/pʰi˥˥/	['pʰ', 'i']	phi	clap	aplaudir
32873	2419	zh_hant.csv	霹靂	/pʰi˥˥ li˥˩/	['pʰ', 'i', 'l', 'i']	phili	thunderbolt	rayo
32874	2420	zh_hant.csv	靂	/li˥˩/	['l', 'i']	li	thunderbolt	rayo
32875	2421	zh_hant.csv	靋	/li˥˩/	['l', 'i']	li	tortoiseshell	carey
32876	2422	zh_hant.csv	靡爛	/mi˧˥ lan˥˩/	['m', 'i', 'l', 'a', 'n']	milan	decadent	decadente
32877	2423	zh_hant.csv	靮	/ti˧˥/	['t', 'i']	ti	reins	riñones
32878	2424	zh_hant.csv	靯	/tu˥˩/	['t', 'u']	tu	靯	靯
32879	2425	zh_hant.csv	靶	/pa˨˩˦/	['p', 'a']	pa	target	objetivo
32880	2426	zh_hant.csv	靷	/ɪn˨˩˦/	['ɪ', 'n']	in	trace	rastro
32881	2427	zh_hant.csv	靸	/sa˨˩˦/	['s', 'a']	sa	laborers	obreros
32882	2428	zh_hant.csv	靹	/na˥˩/	['n', 'a']	na	scorpion	escorpión
32883	2429	zh_hant.csv	靼	/ta˧˥/	['t', 'a']	ta	dressed leather	vestido de cuero
32884	2430	zh_hant.csv	靽	/pan˥˩/	['p', 'a', 'n']	pan	靽	靽
32885	2431	zh_hant.csv	鞇	/ɪn˥˥/	['ɪ', 'n']	in	tormented	atormentado
32886	2432	zh_hant.csv	鞌	/an˥˥/	['a', 'n']	an	tormented	atormentado
32887	2433	zh_hant.csv	鞍	/an˥˥/	['a', 'n']	an	saddle	sillín
32888	2434	zh_hant.csv	鞜	/tʰa˥˩/	['tʰ', 'a']	tha	pissed off	enfadado
32889	2435	zh_hant.csv	鞡	/la˧/	['l', 'a']	la	tormented	atormentado
32890	2436	zh_hant.csv	鞮	/ti˥˥/	['t', 'i']	ti	leather shoes	los zapatos de cuero
32891	2437	zh_hant.csv	鞳	/tʰa˥˩/	['tʰ', 'a']	tha	to go	ir
32892	2438	zh_hant.csv	鞶	/pʰan˧˥/	['pʰ', 'a', 'n']	phan	large belt	cinturón grande
32893	2439	zh_hant.csv	鞸	/pi˥˩/	['p', 'i']	pi	the	el
32894	2440	zh_hant.csv	韃	/ta˧˥/	['t', 'a']	ta	Tartar	Sarro
32895	2441	zh_hant.csv	韃靼	/ta˧˥ ta˧˥/	['t', 'a', 't', 'a']	tata	Tartar	Sarro
32896	2442	zh_hant.csv	韇	/tu˧˥/	['t', 'u']	tu	韇	halcón
32897	2443	zh_hant.csv	韈	/wa˥˩/	['w', 'a']	wa	韈	韈
32898	2444	zh_hant.csv	韊	/lan˧˥/	['l', 'a', 'n']	lan	weed	hierba
32899	2445	zh_hant.csv	韓	/xan˧˥/	['x', 'a', 'n']	kan	Korea	Corea
32900	2446	zh_hant.csv	韠	/pi˥˩/	['p', 'i']	pi	weed	hierba
32901	2447	zh_hant.csv	韣	/tu˧˥/	['t', 'u']	tu	bow case	arco caso
32902	2448	zh_hant.csv	韤	/wa˥˩/	['w', 'a']	wa	韤	韤
32903	2449	zh_hant.csv	韥	/tu˧˥/	['t', 'u']	tu	beetle	escarabajo
32904	2450	zh_hant.csv	音	/ɪn˥˥/	['ɪ', 'n']	in	sound	sonido
32905	2451	zh_hant.csv	韽	/ɪn˥˥/	['ɪ', 'n']	in	weed	hierba
32906	2452	zh_hant.csv	韾	/ɪn˥˥/	['ɪ', 'n']	in	韾	韾
32907	2453	zh_hant.csv	頇	/xan˥˥/	['x', 'a', 'n']	kan	the	el
32908	2454	zh_hant.csv	頋	/ku˥˩/	['k', 'u']	ku	頋	頋
32909	2455	zh_hant.csv	頔	/ti˧˥/	['t', 'i']	ti	頔	頔
32910	2456	zh_hant.csv	頕	/tan˥˥/	['t', 'a', 'n']	tan	tallow	sebo
32911	2457	zh_hant.csv	頖	/pʰan˥˩/	['pʰ', 'a', 'n']	phan	disperse	dispersar
32912	2458	zh_hant.csv	頶	/xu˧˥/	['x', 'u']	ku	the	el
32913	2459	zh_hant.csv	頷	/xan˥˩/	['x', 'a', 'n']	kan	nodding	cabeceo
32914	2460	zh_hant.csv	顄	/xan˥˩/	['x', 'a', 'n']	kan	顄	顄
32915	2461	zh_hant.csv	題	/tʰi˧˥/	['tʰ', 'i']	thi	question	pregunta
32916	2462	zh_hant.csv	題目	/tʰi˧˥ mu˥˩/	['tʰ', 'i', 'm', 'u']	thimu	topic	tema
32917	2463	zh_hant.csv	顑	/kʰan˨˩˦/	['kʰ', 'a', 'n']	khan	顑	顑
32918	2464	zh_hant.csv	顝	/kʰu˥˥/	['kʰ', 'u']	khu	顝	顝
32919	2465	zh_hant.csv	顧	/ku˥˩/	['k', 'u']	ku	Gu	Gu
32920	2466	zh_hant.csv	顮	/pɪn˥˥/	['p', 'ɪ', 'n']	pin	Die	Morir
32921	2467	zh_hant.csv	顰	/pʰɪn˧˥/	['pʰ', 'ɪ', 'n']	phin	knit the brows	tejer las cejas
32922	2468	zh_hant.csv	顱	/lu˧˥/	['l', 'u']	lu	skull	cráneo
32923	2469	zh_hant.csv	顱骨	/lu˧˥ ku˨˩˦/	['l', 'u', 'k', 'u']	luku	skull	cráneo
32924	2470	zh_hant.csv	顲	/lan˨˩˦/	['l', 'a', 'n']	lan	Quince	Membrillo
32925	2471	zh_hant.csv	颯	/sa˥˩/	['s', 'a']	sa	rustle	crujido
32926	2472	zh_hant.csv	颰	/pa˧˥/	['p', 'a']	pa	颰	颰
32927	2473	zh_hant.csv	颷	/pi˥˥/	['p', 'i']	pi	Chortle	Risa alegre
32928	2474	zh_hant.csv	飮	/ɪn˨˩˦/	['ɪ', 'n']	in	飮	飮
32929	2475	zh_hant.csv	飲	/ɪn˨˩˦/	['ɪ', 'n']	in	drink	beber
32930	2476	zh_hant.csv	飶	/pi˥˩/	['p', 'i']	pi	beer	cerveza
32931	2477	zh_hant.csv	餔	/pu˥˥/	['p', 'u']	pu	to eat	comer
32932	2478	zh_hant.csv	餗	/su˥˩/	['s', 'u']	su	pot of cooked rice	olla de arroz cocido
32933	2479	zh_hant.csv	餢	/pu˥˩/	['p', 'u']	pu	the	el
32934	2480	zh_hant.csv	餬	/xu˧˥/	['x', 'u']	ku	paste	pegar
32935	2481	zh_hant.csv	餶	/ku˨˩˦/	['k', 'u']	ku	馉	馉
32936	2482	zh_hant.csv	饅	/man˧˥/	['m', 'a', 'n']	man	steamed bread	pan al vapor
32937	2483	zh_hant.csv	饆	/pi˥˩/	['p', 'i']	pi	饆	饆
32938	2484	zh_hant.csv	饊	/san˨˩˦/	['s', 'a', 'n']	san	饊	饊
32939	2485	zh_hant.csv	饏	/tan˥˩/	['t', 'a', 'n']	tan	饏	饏
32940	2486	zh_hant.csv	馛	/pa˧˥/	['p', 'a']	pa	馛	馛
32941	2487	zh_hant.csv	馜	/ni˨˩˦/	['n', 'i']	ni	馜	馜
32942	2488	zh_hant.csv	馝	/pi˥˩/	['p', 'i']	pi	fragrance	fragancia
32943	2489	zh_hant.csv	馟	/tʰu˧˥/	['tʰ', 'u']	thu	馟	馟
32944	2490	zh_hant.csv	馠	/xan˥˥/	['x', 'a', 'n']	kan	the	el
32945	2491	zh_hant.csv	馣	/an˥˥/	['a', 'n']	an	fragrant odor	olor fragante
32946	2492	zh_hant.csv	馪	/pɪn˥˥/	['p', 'ɪ', 'n']	pin	to see	para ver
32947	2493	zh_hant.csv	馬	/ma˨˩˦/	['m', 'a']	ma	horse	caballo
32948	2494	zh_hant.csv	馬大哈	/ma˨˩˦ ta˥˩ xa˥˥/	['m', 'a', 't', 'a', 'x', 'a']	mataka	careless	descuidado
32949	2495	zh_hant.csv	馬虎	/ma˨˩˦ xu˨˩˦/	['m', 'a', 'x', 'u']	maku	careless	descuidado
32950	2496	zh_hant.csv	馬路	/ma˨˩˦ lu˥˩/	['m', 'a', 'l', 'u']	malu	road	camino
32951	2497	zh_hant.csv	馬達	/ma˨˩˦ ta˧˥/	['m', 'a', 't', 'a']	mata	motor	motor
32952	2498	zh_hant.csv	馬馬虎虎	/ma˨˩˦ ma˨˩˦ xu˨˩˦ xu˨˩˦/	['m', 'a', 'm', 'a', 'x', 'u', 'x', 'u']	mamakuku	So-so	más o menos
32953	2499	zh_hant.csv	馰	/ti˥˩/	['t', 'i']	ti	Tai	Tai
32954	2500	zh_hant.csv	馺	/sa˥˩/	['s', 'a']	sa	noodle	fideos
32955	2501	zh_hant.csv	馻	/ɪn˨˩˦/	['ɪ', 'n']	in	the	el
32956	2502	zh_hant.csv	馾	/tan˥˩/	['t', 'a', 'n']	tan	馾	馾
32957	2503	zh_hant.csv	駑	/nu˧˥/	['n', 'u']	nu	dull	aburrido
32958	2504	zh_hant.csv	駓	/pʰi˥˥/	['pʰ', 'i']	phi	駓	駓
32959	2505	zh_hant.csv	駜	/pi˥˩/	['p', 'i']	pi	駜	駜
32960	2506	zh_hant.csv	駡	/ma˥˩/	['m', 'a']	ma	scold	regañar
32961	2507	zh_hant.csv	駰	/ɪn˥˥/	['ɪ', 'n']	in	impostor	impostor
32962	2508	zh_hant.csv	駳	/tan˥˩/	['t', 'a', 'n']	tan	駳	駳
32963	2509	zh_hant.csv	駻	/xan˥˩/	['x', 'a', 'n']	kan	駻	駻
32964	2510	zh_hant.csv	駼	/tʰu˧˥/	['tʰ', 'u']	thu	駼	駼
32965	2511	zh_hant.csv	騄	/lu˥˩/	['l', 'u']	lu	騄	騄
32966	2512	zh_hant.csv	騠	/tʰi˧˥/	['tʰ', 'i']	thi	騠	騠
32967	2513	zh_hant.csv	騳	/tu˧˥/	['t', 'u']	tu	騳	騳
32968	2514	zh_hant.csv	騼	/lu˥˩/	['l', 'u']	lu	騼	騼
32969	2515	zh_hant.csv	驆	/pi˥˩/	['p', 'i']	pi	tormented	atormentado
32970	2516	zh_hant.csv	驌	/su˥˩/	['s', 'u']	su	Staple	Grapa
32971	2517	zh_hant.csv	驎	/lɪn˧˥/	['l', 'ɪ', 'n']	lin	sloppy	descuidado
32972	2518	zh_hant.csv	驞	/pɪn˥˥/	['p', 'ɪ', 'n']	pin	驞	驞
32973	2519	zh_hant.csv	骨	/ku˨˩˦/	['k', 'u']	ku	bone	hueso
32974	2520	zh_hant.csv	骨罈	/ku˨˩˦ tʰan˧˥/	['k', 'u', 'tʰ', 'a', 'n']	kuthan	bone altar	altar de huesos
32975	2521	zh_hant.csv	骭	/kan˥˩/	['k', 'a', 'n']	kan	shinbone	tibia
32976	2522	zh_hant.csv	骵	/tʰi˨˩˦/	['tʰ', 'i']	thi	barbarian	bárbaro
32977	2523	zh_hant.csv	骶	/ti˨˩˦/	['t', 'i']	ti	sacral	sacro
32978	2524	zh_hant.csv	骶骨	/ti˨˩˦ ku˨˩˦/	['t', 'i', 'k', 'u']	tiku	sacrum	sacro
32979	2525	zh_hant.csv	骷	/kʰu˥˥/	['kʰ', 'u']	khu	skeleton	esqueleto
32980	2526	zh_hant.csv	髀	/pi˥˩/	['p', 'i']	pi	thigh	hermético
32981	2527	zh_hant.csv	髌	/pɪn˥˩/	['p', 'ɪ', 'n']	pin	patella	rótula
32982	2528	zh_hant.csv	髑	/tu˧˥/	['t', 'u']	tu	skull	cráneo
32983	2529	zh_hant.csv	體	/tʰi˨˩˦/	['tʰ', 'i']	thi	body	cuerpo
32984	2530	zh_hant.csv	體力	/tʰi˨˩˦ li˥˩/	['tʰ', 'i', 'l', 'i']	thili	physical strength	fuerza física
32985	2531	zh_hant.csv	體壇	/tʰi˨˩˦ tʰan˧˥/	['tʰ', 'i', 'tʰ', 'a', 'n']	thithan	sports	Deportes
32986	2532	zh_hant.csv	髕	/pɪn˥˩/	['p', 'ɪ', 'n']	pin	patella	rótula
32987	2533	zh_hant.csv	髗	/lu˧˥/	['l', 'u']	lu	beard	barba
32988	2534	zh_hant.csv	髢	/tʰi˥˩/	['tʰ', 'i']	thi	the hair	el pelo
32989	2535	zh_hant.csv	髧	/tan˥˩/	['t', 'a', 'n']	tan	scorpion	escorpión
32990	2536	zh_hant.csv	髩	/pɪn˥˩/	['p', 'ɪ', 'n']	pin	the hair	el pelo
32991	2537	zh_hant.csv	髬	/pʰi˥˥/	['pʰ', 'i']	phi	hair	cabello
32992	2538	zh_hant.csv	髰	/tʰi˥˩/	['tʰ', 'i']	thi	Tai	Tai
32993	2539	zh_hant.csv	髲	/pʰi˥˥/	['pʰ', 'i']	phi	髲	髲
32994	2540	zh_hant.csv	鬀	/tʰi˥˩/	['tʰ', 'i']	thi	to sway	influenciar
32995	2541	zh_hant.csv	鬁	/li˥˩/	['l', 'i']	li	scabby	costroso
32996	2542	zh_hant.csv	鬂	/pɪn˥˩/	['p', 'ɪ', 'n']	pin	鬂	鬂
32997	2543	zh_hant.csv	鬄	/tʰi˥˩/	['tʰ', 'i']	thi	wand	varita mágica
32998	2544	zh_hant.csv	鬍	/xu˧˥/	['x', 'u']	ku	Hu	Hu
32999	2545	zh_hant.csv	鬎	/la˥˩/	['l', 'a']	la	scabby	costroso
33000	2546	zh_hant.csv	鬖	/san˥˥/	['s', 'a', 'n']	san	鬖	鬖
33001	2547	zh_hant.csv	鬗	/man˥˩/	['m', 'a', 'n']	man	head ornaments	adornos para la cabeza
33002	2548	zh_hant.csv	鬘	/man˧˥/	['m', 'a', 'n']	man	garland	guirnalda
33003	2549	zh_hant.csv	鬢	/pɪn˥˩/	['p', 'ɪ', 'n']	pin	Temple	Templo
33004	2550	zh_hant.csv	魃	/pa˧˥/	['p', 'a']	pa	drought demon	demonio de la sequía
33005	2551	zh_hant.csv	魓	/pi˥˩/	['p', 'i']	pi	bait	carnada
33006	2552	zh_hant.csv	魮	/pi˧˥/	['p', 'i']	pi	魮	魮
33007	2553	zh_hant.csv	魱	/xu˧˥/	['x', 'u']	ku	魱	魱
33008	2554	zh_hant.csv	魲	/lu˧˥/	['l', 'u']	lu	Mandrill	Mandril
33009	2555	zh_hant.csv	魶	/na˥˩/	['n', 'a']	na	scorpion	Chi
33010	2556	zh_hant.csv	魽	/xan˥˥/	['x', 'a', 'n']	kan	魽	魽
33011	2557	zh_hant.csv	魾	/pʰi˧˥/	['pʰ', 'i']	phi	魾	魾
33012	2558	zh_hant.csv	鮅	/pi˥˩/	['p', 'i']	pi	Grigium	Grisio
33013	2559	zh_hant.csv	鮍	/pʰi˥˥/	['pʰ', 'i']	phi	croaker	corvina
33014	2560	zh_hant.csv	鮕	/ku˥˥/	['k', 'u']	ku	Cuttlefish	Calamar
33015	2561	zh_hant.csv	鮙	/tʰa˥˩/	['tʰ', 'a']	tha	scorpion	escorpión
33016	2562	zh_hant.csv	鮣	/ɪn˥˩/	['ɪ', 'n']	in	remora	rémora
33017	2563	zh_hant.csv	鮧	/i˧˥/	['i']	i	鮧	鮧
33018	2564	zh_hant.csv	鮬	/pu˥˩/	['p', 'u']	pu	tortoise	tortuga
33019	2565	zh_hant.csv	鮷	/tʰi˧˥/	['tʰ', 'i']	thi	Anchovy	Anchoa
33020	2566	zh_hant.csv	鯉	/li˨˩˦/	['l', 'i']	li	carp	carpa
33021	2567	zh_hant.csv	鯓	/ni˧˥/	['n', 'i']	ni	scorpion	escorpión
33022	2568	zh_hant.csv	鯝	/ku˥˩/	['k', 'u']	ku	pomfret	japuta
33023	2569	zh_hant.csv	鯢	/ni˧˥/	['n', 'i']	ni	salamander	salamandra
33024	2570	zh_hant.csv	鯥	/lu˥˩/	['l', 'u']	lu	bluefish	pescado azul
33025	2571	zh_hant.csv	鯬	/li˧˥/	['l', 'i']	li	鯬	鯬
33026	2572	zh_hant.csv	鯻	/la˥˩/	['l', 'a']	la	hawk	halcón
33027	2573	zh_hant.csv	鰏	/pi˥˩/	['p', 'i']	pi	鰏	鰏
33028	2574	zh_hant.csv	鰗	/xu˧˥/	['x', 'u']	ku	鰗	鰗
33029	2575	zh_hant.csv	鰢	/ma˨˩˦/	['m', 'a']	ma	tortoise	tortuga
33030	2576	zh_hant.csv	鰵	/mɪn˨˩˦/	['m', 'ɪ', 'n']	min	Tail	Cola
33031	2577	zh_hant.csv	鰻	/man˧˥/	['m', 'a', 'n']	man	eel	Anguila
33032	2578	zh_hant.csv	鱐	/su˥˩/	['s', 'u']	su	鱐	鱐
33033	2579	zh_hant.csv	鱗	/lɪn˧˥/	['l', 'ɪ', 'n']	lin	scale	escala
33034	2580	zh_hant.csv	鱤	/kan˨˩˦/	['k', 'a', 'n']	kan	鱤	鱤
33035	2581	zh_hant.csv	鱧	/li˨˩˦/	['l', 'i']	li	Channa	Channa
33036	2582	zh_hant.csv	鱱	/li˥˩/	['l', 'i']	li	鱱	鱱
33037	2583	zh_hant.csv	鱳	/li˥˩/	['l', 'i']	li	鱳	鱳
33038	2584	zh_hant.csv	鱸	/lu˧˥/	['l', 'u']	lu	bass	bajo
33039	2585	zh_hant.csv	鱺	/li˧˥/	['l', 'i']	li	scorpion	escorpión
33040	2586	zh_hant.csv	鳨	/li˥˩/	['l', 'i']	li	scorpion	escorpión
33041	2587	zh_hant.csv	鳪	/pu˨˩˦/	['p', 'u']	pu	gnat	mosquito
33042	2588	zh_hant.csv	鳸	/xu˥˩/	['x', 'u']	ku	bream	brema
33043	2589	zh_hant.csv	鴄	/pʰi˥˥/	['pʰ', 'i']	phi	wild duck	Pato salvaje
33044	2590	zh_hant.csv	鴉	/ja˥˥/	['j', 'a']	ya	crow	cuervo
33045	2591	zh_hant.csv	鴑	/nu˧˥/	['n', 'u']	nu	鴑	鴑
33046	2592	zh_hant.csv	鴗	/li˥˩/	['l', 'i']	li	the	el
33047	2593	zh_hant.csv	鴠	/tan˥˩/	['t', 'a', 'n']	tan	the	el
33048	2594	zh_hant.csv	鴣	/ku˥˥/	['k', 'u']	ku	partridge	perdiz
33049	2595	zh_hant.csv	鴨	/ja˥˥/	['j', 'a']	ya	duck	pato
33050	2596	zh_hant.csv	鴨蹼	/ja˥˥ pʰu˨˩˦/	['j', 'a', 'pʰ', 'u']	yaphu	duck web	redes de pato
33051	2597	zh_hant.csv	鵏	/pu˥˥/	['p', 'u']	pu	鵏	鵏
33052	2598	zh_hant.csv	鵖	/pi˥˩/	['p', 'i']	pi	鵖	鵖
33053	2599	zh_hant.csv	鵚	/tʰu˧˥/	['tʰ', 'u']	thu	鵚	鵚
33054	2600	zh_hant.csv	鵜	/tʰi˧˥/	['tʰ', 'i']	thi	pelican	pelícano
33055	2601	zh_hant.csv	鵜鶘	/tʰi˧˥ xu˧˥/	['tʰ', 'i', 'x', 'u']	thiku	pelican	pelícano
33056	2602	zh_hant.csv	鵠的	/ku˨˩˦ ti˥˩/	['k', 'u', 't', 'i']	kuti	Purpose	Objetivo
33057	2603	zh_hant.csv	鵦	/lu˥˩/	['l', 'u']	lu	鵦	鵦
33058	2604	zh_hant.csv	鵱	/lu˥˩/	['l', 'u']	lu	鵱	鵱
33059	2605	zh_hant.csv	鵵	/tʰu˥˩/	['tʰ', 'u']	thu	鵵	鵵
33060	2606	zh_hant.csv	鵶	/ja˥˥/	['j', 'a']	ya	鵶	鵶
33061	2607	zh_hant.csv	鵹	/li˧˥/	['l', 'i']	li	鵹	鵹
33062	2608	zh_hant.csv	鶗	/tʰi˧˥/	['tʰ', 'i']	thi	鶗	鶗
33063	2609	zh_hant.csv	鶘	/xu˧˥/	['x', 'u']	ku	pelican	pelícano
33064	2610	zh_hant.csv	鶙	/tʰi˧˥/	['tʰ', 'i']	thi	鶙	鶙
33065	2611	zh_hant.csv	鶟	/tʰu˧˥/	['tʰ', 'u']	thu	鶟	鶟
33066	2612	zh_hant.csv	鶦	/xu˧˥/	['x', 'u']	ku	the	el
33067	2613	zh_hant.csv	鶩	/u˥˩/	['u']	u	duck	pato
33068	2614	zh_hant.csv	鶮	/ku˥˩/	['k', 'u']	ku	鶮	鶮
33069	2615	zh_hant.csv	鶻	/ku˧˥/	['k', 'u']	ku	falcon	halcón
33070	2616	zh_hant.csv	鶾	/xan˥˩/	['x', 'a', 'n']	kan	鶾	鶾
33071	2617	zh_hant.csv	鷅	/li˥˩/	['l', 'i']	li	grenades	granadas
33072	2618	zh_hant.csv	鷈	/tʰi˥˥/	['tʰ', 'i']	thi	鷈	鷈
33073	2619	zh_hant.csv	鷉	/tʰi˥˥/	['tʰ', 'i']	thi	grebe	zampullín
33074	2620	zh_hant.csv	鷋	/tʰu˧˥/	['tʰ', 'u']	thu	the	el
33075	2621	zh_hant.csv	鷌	/ma˨˩˦/	['m', 'a']	ma	chrysalis	crisálida
33076	2622	zh_hant.csv	鷑	/li˥˩/	['l', 'i']	li	squid	calamar
33077	2623	zh_hant.csv	鷝	/pi˥˩/	['p', 'i']	pi	鷝	鷝
33078	2624	zh_hant.csv	鷣	/ɪn˧˥/	['ɪ', 'n']	in	crow	cuervo
33079	2625	zh_hant.csv	鷫	/su˥˩/	['s', 'u']	su	鹔	鹔
33080	2626	zh_hant.csv	鷵	/tʰu˧˥/	['tʰ', 'u']	thu	tortoise	tortuga
33081	2627	zh_hant.csv	鷺	/lu˥˩/	['l', 'u']	lu	heron	garza
