ordinal	fil	filename	word	tokenised	qichwa	english	spanish
438	spa	spa_latn_la_broad.tsv	laminarás	['l', 'a', 'm', 'i', 'n', 'a', 'ɾ', 'a', 's']	laminaras		
439	spa	spa_latn_la_broad.tsv	laminas	['l', 'a', 'm', 'i', 'n', 'a', 's']	laminas		
440	spa	spa_latn_la_broad.tsv	lapa	['l', 'a', 'p', 'a']	lapa		
441	spa	spa_latn_la_broad.tsv	lapita	['l', 'a', 'p', 'i', 't', 'a']	lapita		
442	spa	spa_latn_la_broad.tsv	lara	['l', 'a', 'ɾ', 'a']	lara		
443	spa	spa_latn_la_broad.tsv	las	['l', 'a', 's']	las		
444	spa	spa_latn_la_broad.tsv	lasaña	['l', 'a', 's', 'a', 'ɲ', 'a']	lasaña		
445	spa	spa_latn_la_broad.tsv	lata	['l', 'a', 't', 'a']	lata		
446	spa	spa_latn_la_broad.tsv	latam	['l', 'a', 't', 'a', 'm']	latam		
447	spa	spa_latn_la_broad.tsv	latina	['l', 'a', 't', 'i', 'n', 'a']	latina		
448	spa	spa_latn_la_broad.tsv	latinar	['l', 'a', 't', 'i', 'n', 'a', 'ɾ']	latinar		
449	spa	spa_latn_la_broad.tsv	latinara	['l', 'a', 't', 'i', 'n', 'a', 'ɾ', 'a']	latinara		
450	spa	spa_latn_la_broad.tsv	latinaras	['l', 'a', 't', 'i', 'n', 'a', 'ɾ', 'a', 's']	latinaras		
451	spa	spa_latn_la_broad.tsv	latinará	['l', 'a', 't', 'i', 'n', 'a', 'ɾ', 'a']	latinara		
452	spa	spa_latn_la_broad.tsv	latinarás	['l', 'a', 't', 'i', 'n', 'a', 'ɾ', 'a', 's']	latinaras		
453	spa	spa_latn_la_broad.tsv	latinas	['l', 'a', 't', 'i', 'n', 'a', 's']	latinas		
454	spa	spa_latn_la_broad.tsv	latir	['l', 'a', 't', 'i', 'ɾ']	latir		
455	spa	spa_latn_la_broad.tsv	latita	['l', 'a', 't', 'i', 't', 'a']	latita		
456	spa	spa_latn_la_broad.tsv	latín	['l', 'a', 't', 'i', 'n']	latin		
457	spa	spa_latn_la_broad.tsv	leasing	['l', 'i', 's', 'i', 'n']	lisin		
458	spa	spa_latn_la_broad.tsv	lija	['l', 'i', 'x', 'a']	lika		
459	spa	spa_latn_la_broad.tsv	lijar	['l', 'i', 'x', 'a', 'ɾ']	likar		
460	spa	spa_latn_la_broad.tsv	lila	['l', 'i', 'l', 'a']	lila		
461	spa	spa_latn_la_broad.tsv	lima	['l', 'i', 'm', 'a']	lima		
462	spa	spa_latn_la_broad.tsv	limar	['l', 'i', 'm', 'a', 'ɾ']	limar		
463	spa	spa_latn_la_broad.tsv	liminar	['l', 'i', 'm', 'i', 'n', 'a', 'ɾ']	liminar		
464	spa	spa_latn_la_broad.tsv	limitar	['l', 'i', 'm', 'i', 't', 'a', 'ɾ']	limitar		
465	spa	spa_latn_la_broad.tsv	limusina	['l', 'i', 'm', 'u', 's', 'i', 'n', 'a']	limusina		
466	spa	spa_latn_la_broad.tsv	lipasa	['l', 'i', 'p', 'a', 's', 'a']	lipasa		
467	spa	spa_latn_la_broad.tsv	lipá	['l', 'i', 'p', 'a']	lipa		
468	spa	spa_latn_la_broad.tsv	lira	['l', 'i', 'ɾ', 'a']	lira		
469	spa	spa_latn_la_broad.tsv	lisa	['l', 'i', 's', 'a']	lisa		
470	spa	spa_latn_la_broad.tsv	lisar	['l', 'i', 's', 'a', 'ɾ']	lisar		
471	spa	spa_latn_la_broad.tsv	lisura	['l', 'i', 's', 'u', 'ɾ', 'a']	lisura		
472	spa	spa_latn_la_broad.tsv	look	['l', 'u', 'k']	luk		
473	spa	spa_latn_la_broad.tsv	luca	['l', 'u', 'k', 'a']	luka		
474	spa	spa_latn_la_broad.tsv	lucas	['l', 'u', 'k', 'a', 's']	lukas		
475	spa	spa_latn_la_broad.tsv	luminar	['l', 'u', 'm', 'i', 'n', 'a', 'ɾ']	luminar		
476	spa	spa_latn_la_broad.tsv	luna	['l', 'u', 'n', 'a']	luna		
477	spa	spa_latn_la_broad.tsv	lunar	['l', 'u', 'n', 'a', 'ɾ']	lunar		
478	spa	spa_latn_la_broad.tsv	lupita	['l', 'u', 'p', 'i', 't', 'a']	lupita		
479	spa	spa_latn_la_broad.tsv	lupus	['l', 'u', 'p', 'u', 's']	lupus		
480	spa	spa_latn_la_broad.tsv	lusitana	['l', 'u', 's', 'i', 't', 'a', 'n', 'a']	lusitana		
481	spa	spa_latn_la_broad.tsv	lámina	['l', 'a', 'm', 'i', 'n', 'a']	lamina		
482	spa	spa_latn_la_broad.tsv	lápita	['l', 'a', 'p', 'i', 't', 'a']	lapita		
483	spa	spa_latn_la_broad.tsv	lírica	['l', 'i', 'ɾ', 'i', 'k', 'a']	lirika		
484	spa	spa_latn_la_broad.tsv	lítica	['l', 'i', 't', 'i', 'k', 'a']	litika		
485	spa	spa_latn_la_broad.tsv	líticas	['l', 'i', 't', 'i', 'k', 'a', 's']	litikas		
486	spa	spa_latn_la_broad.tsv	lúcuma	['l', 'u', 'k', 'u', 'm', 'a']	lukuma		
487	spa	spa_latn_la_broad.tsv	m'ija	['m', 'i', 'x', 'a']	mika		
488	spa	spa_latn_la_broad.tsv	maca	['m', 'a', 'k', 'a']	maka		
489	spa	spa_latn_la_broad.tsv	macaca	['m', 'a', 'k', 'a', 'k', 'a']	makaka		
490	spa	spa_latn_la_broad.tsv	macal	['m', 'a', 'k', 'a', 'l']	makal		
491	spa	spa_latn_la_broad.tsv	macana	['m', 'a', 'k', 'a', 'n', 'a']	makana		
492	spa	spa_latn_la_broad.tsv	macas	['m', 'a', 'k', 'a', 's']	makas		
493	spa	spa_latn_la_broad.tsv	macati	['m', 'a', 'k', 'a', 't', 'i']	makati		
494	spa	spa_latn_la_broad.tsv	macular	['m', 'a', 'k', 'u', 'l', 'a', 'ɾ']	makular		
495	spa	spa_latn_la_broad.tsv	macá	['m', 'a', 'k', 'a']	maka		
496	spa	spa_latn_la_broad.tsv	maja	['m', 'a', 'x', 'a']	maka		
497	spa	spa_latn_la_broad.tsv	majar	['m', 'a', 'x', 'a', 'ɾ']	makar		
498	spa	spa_latn_la_broad.tsv	majas	['m', 'a', 'x', 'a', 's']	makas		
499	spa	spa_latn_la_broad.tsv	mal	['m', 'a', 'l']	mal		
500	spa	spa_latn_la_broad.tsv	mala	['m', 'a', 'l', 'a']	mala		
501	spa	spa_latn_la_broad.tsv	malacara	['m', 'a', 'l', 'a', 'k', 'a', 'ɾ', 'a']	malakara		
502	spa	spa_latn_la_broad.tsv	malaquita	['m', 'a', 'l', 'a', 'k', 'i', 't', 'a']	malakita		
503	spa	spa_latn_la_broad.tsv	malasaña	['m', 'a', 'l', 'a', 's', 'a', 'ɲ', 'a']	malasaña		
504	spa	spa_latn_la_broad.tsv	malaui	['m', 'a', 'l', 'a', 'w', 'i']	malawi		
505	spa	spa_latn_la_broad.tsv	malí	['m', 'a', 'l', 'i']	mali		
506	spa	spa_latn_la_broad.tsv	mama	['m', 'a', 'm', 'a']	mama		
507	spa	spa_latn_la_broad.tsv	mamar	['m', 'a', 'm', 'a', 'ɾ']	mamar		
508	spa	spa_latn_la_broad.tsv	mamas	['m', 'a', 'm', 'a', 's']	mamas		
509	spa	spa_latn_la_broad.tsv	mami	['m', 'a', 'm', 'i']	mami		
510	spa	spa_latn_la_broad.tsv	mamila	['m', 'a', 'm', 'i', 'l', 'a']	mamila		
511	spa	spa_latn_la_broad.tsv	mamilar	['m', 'a', 'm', 'i', 'l', 'a', 'ɾ']	mamilar		
512	spa	spa_latn_la_broad.tsv	mamá	['m', 'a', 'm', 'a']	mama		
513	spa	spa_latn_la_broad.tsv	man	['m', 'a', 'n']	man		
514	spa	spa_latn_la_broad.tsv	mana	['m', 'a', 'n', 'a']	mana		
515	spa	spa_latn_la_broad.tsv	manar	['m', 'a', 'n', 'a', 'ɾ']	manar		
516	spa	spa_latn_la_broad.tsv	manatí	['m', 'a', 'n', 'a', 't', 'i']	manati		
517	spa	spa_latn_la_broad.tsv	mani	['m', 'a', 'n', 'i']	mani		
518	spa	spa_latn_la_broad.tsv	manila	['m', 'a', 'n', 'i', 'l', 'a']	manila		
519	spa	spa_latn_la_broad.tsv	manipula	['m', 'a', 'n', 'i', 'p', 'u', 'l', 'a']	manipula		
520	spa	spa_latn_la_broad.tsv	manipular	['m', 'a', 'n', 'i', 'p', 'u', 'l', 'a', 'ɾ']	manipular		
521	spa	spa_latn_la_broad.tsv	manipulara	['m', 'a', 'n', 'i', 'p', 'u', 'l', 'a', 'ɾ', 'a']	manipulara		
522	spa	spa_latn_la_broad.tsv	manipularas	['m', 'a', 'n', 'i', 'p', 'u', 'l', 'a', 'ɾ', 'a', 's']	manipularas		
523	spa	spa_latn_la_broad.tsv	manipulará	['m', 'a', 'n', 'i', 'p', 'u', 'l', 'a', 'ɾ', 'a']	manipulara		
524	spa	spa_latn_la_broad.tsv	manipularás	['m', 'a', 'n', 'i', 'p', 'u', 'l', 'a', 'ɾ', 'a', 's']	manipularas		
525	spa	spa_latn_la_broad.tsv	manipulas	['m', 'a', 'n', 'i', 'p', 'u', 'l', 'a', 's']	manipulas		
526	spa	spa_latn_la_broad.tsv	maniquí	['m', 'a', 'n', 'i', 'k', 'i']	maniki		
527	spa	spa_latn_la_broad.tsv	manita	['m', 'a', 'n', 'i', 't', 'a']	manita		
528	spa	spa_latn_la_broad.tsv	maná	['m', 'a', 'n', 'a']	mana		
529	spa	spa_latn_la_broad.tsv	maní	['m', 'a', 'n', 'i']	mani		
530	spa	spa_latn_la_broad.tsv	mapa	['m', 'a', 'p', 'a']	mapa		
531	spa	spa_latn_la_broad.tsv	maquila	['m', 'a', 'k', 'i', 'l', 'a']	makila		
532	spa	spa_latn_la_broad.tsv	maquilar	['m', 'a', 'k', 'i', 'l', 'a', 'ɾ']	makilar		
533	spa	spa_latn_la_broad.tsv	maquinal	['m', 'a', 'k', 'i', 'n', 'a', 'l']	makinal		
534	spa	spa_latn_la_broad.tsv	maquinar	['m', 'a', 'k', 'i', 'n', 'a', 'ɾ']	makinar		
535	spa	spa_latn_la_broad.tsv	maquinita	['m', 'a', 'k', 'i', 'n', 'i', 't', 'a']	makinita		
536	spa	spa_latn_la_broad.tsv	mar	['m', 'a', 'ɾ']	mar		
537	spa	spa_latn_la_broad.tsv	maraña	['m', 'a', 'ɾ', 'a', 'ɲ', 'a']	maraña		
538	spa	spa_latn_la_broad.tsv	marañas	['m', 'a', 'ɾ', 'a', 'ɲ', 'a', 's']	marañas		
539	spa	spa_latn_la_broad.tsv	mari	['m', 'a', 'ɾ', 'i']	mari		
540	spa	spa_latn_la_broad.tsv	marica	['m', 'a', 'ɾ', 'i', 'k', 'a']	marika		
541	spa	spa_latn_la_broad.tsv	maricas	['m', 'a', 'ɾ', 'i', 'k', 'a', 's']	marikas		
542	spa	spa_latn_la_broad.tsv	marihuana	['m', 'a', 'ɾ', 'i', 'w', 'a', 'n', 'a']	mariwana		
543	spa	spa_latn_la_broad.tsv	marihuanas	['m', 'a', 'ɾ', 'i', 'w', 'a', 'n', 'a', 's']	mariwanas		
544	spa	spa_latn_la_broad.tsv	marina	['m', 'a', 'ɾ', 'i', 'n', 'a']	marina		
545	spa	spa_latn_la_broad.tsv	marinas	['m', 'a', 'ɾ', 'i', 'n', 'a', 's']	marinas		
546	spa	spa_latn_la_broad.tsv	mariquita	['m', 'a', 'ɾ', 'i', 'k', 'i', 't', 'a']	marikita		
547	spa	spa_latn_la_broad.tsv	marín	['m', 'a', 'ɾ', 'i', 'n']	marin		
548	spa	spa_latn_la_broad.tsv	mas	['m', 'a', 's']	mas		
549	spa	spa_latn_la_broad.tsv	masa	['m', 'a', 's', 'a']	masa		
550	spa	spa_latn_la_broad.tsv	masas	['m', 'a', 's', 'a', 's']	masas		
551	spa	spa_latn_la_broad.tsv	matacán	['m', 'a', 't', 'a', 'k', 'a', 'n']	matakan		
552	spa	spa_latn_la_broad.tsv	matan	['m', 'a', 't', 'a', 'n']	matan		
553	spa	spa_latn_la_broad.tsv	matar	['m', 'a', 't', 'a', 'ɾ']	matar		
554	spa	spa_latn_la_broad.tsv	matas	['m', 'a', 't', 'a', 's']	matas		
555	spa	spa_latn_la_broad.tsv	matus	['m', 'a', 't', 'u', 's']	matus		
556	spa	spa_latn_la_broad.tsv	matutinas	['m', 'a', 't', 'u', 't', 'i', 'n', 'a', 's']	matutinas		
557	spa	spa_latn_la_broad.tsv	maña	['m', 'a', 'ɲ', 'a']	maña		
558	spa	spa_latn_la_broad.tsv	mañana	['m', 'a', 'ɲ', 'a', 'n', 'a']	mañana		
559	spa	spa_latn_la_broad.tsv	mañas	['m', 'a', 'ɲ', 'a', 's']	mañas		
560	spa	spa_latn_la_broad.tsv	meeting	['m', 'i', 't', 'i', 'n']	mitin		
561	spa	spa_latn_la_broad.tsv	mi	['m', 'i']	mi		
562	spa	spa_latn_la_broad.tsv	miami	['m', 'a', 'j', 'a', 'm', 'i']	mayami		
563	spa	spa_latn_la_broad.tsv	mica	['m', 'i', 'k', 'a']	mika		
564	spa	spa_latn_la_broad.tsv	mija	['m', 'i', 'x', 'a']	mika		
565	spa	spa_latn_la_broad.tsv	mil	['m', 'i', 'l']	mil		
566	spa	spa_latn_la_broad.tsv	mili	['m', 'i', 'l', 'i']	mili		
567	spa	spa_latn_la_broad.tsv	milita	['m', 'i', 'l', 'i', 't', 'a']	milita		
568	spa	spa_latn_la_broad.tsv	militar	['m', 'i', 'l', 'i', 't', 'a', 'ɾ']	militar		
569	spa	spa_latn_la_broad.tsv	militara	['m', 'i', 'l', 'i', 't', 'a', 'ɾ', 'a']	militara		
570	spa	spa_latn_la_broad.tsv	militaras	['m', 'i', 'l', 'i', 't', 'a', 'ɾ', 'a', 's']	militaras		
571	spa	spa_latn_la_broad.tsv	militará	['m', 'i', 'l', 'i', 't', 'a', 'ɾ', 'a']	militara		
572	spa	spa_latn_la_broad.tsv	militarás	['m', 'i', 'l', 'i', 't', 'a', 'ɾ', 'a', 's']	militaras		
573	spa	spa_latn_la_broad.tsv	militas	['m', 'i', 'l', 'i', 't', 'a', 's']	militas		
574	spa	spa_latn_la_broad.tsv	mimar	['m', 'i', 'm', 'a', 'ɾ']	mimar		
575	spa	spa_latn_la_broad.tsv	mina	['m', 'i', 'n', 'a']	mina		
576	spa	spa_latn_la_broad.tsv	minar	['m', 'i', 'n', 'a', 'ɾ']	minar		
577	spa	spa_latn_la_broad.tsv	minas	['m', 'i', 'n', 'a', 's']	minas		
578	spa	spa_latn_la_broad.tsv	miniluna	['m', 'i', 'n', 'i', 'l', 'u', 'n', 'a']	miniluna		
579	spa	spa_latn_la_broad.tsv	minimal	['m', 'i', 'n', 'i', 'm', 'a', 'l']	minimal		
580	spa	spa_latn_la_broad.tsv	minita	['m', 'i', 'n', 'i', 't', 'a']	minita		
581	spa	spa_latn_la_broad.tsv	mira	['m', 'i', 'ɾ', 'a']	mira		
582	spa	spa_latn_la_broad.tsv	mirar	['m', 'i', 'ɾ', 'a', 'ɾ']	mirar		
583	spa	spa_latn_la_broad.tsv	mis	['m', 'i', 's']	mis		
584	spa	spa_latn_la_broad.tsv	misa	['m', 'i', 's', 'a']	misa		
585	spa	spa_latn_la_broad.tsv	misil	['m', 'i', 's', 'i', 'l']	misil		
586	spa	spa_latn_la_broad.tsv	misisipi	['m', 'i', 's', 'i', 's', 'i', 'p', 'i']	misisipi		
587	spa	spa_latn_la_broad.tsv	misisipí	['m', 'i', 's', 'i', 's', 'i', 'p', 'i']	misisipi		
588	spa	spa_latn_la_broad.tsv	misita	['m', 'i', 's', 'i', 't', 'a']	misita		
589	spa	spa_latn_la_broad.tsv	miss	['m', 'i', 's']	mis		
590	spa	spa_latn_la_broad.tsv	misuri	['m', 'i', 's', 'u', 'ɾ', 'i']	misuri		
591	spa	spa_latn_la_broad.tsv	mitin	['m', 'i', 't', 'i', 'n']	mitin		
592	spa	spa_latn_la_broad.tsv	mitín	['m', 'i', 't', 'i', 'n']	mitin		
593	spa	spa_latn_la_broad.tsv	mugir	['m', 'u', 'x', 'i', 'ɾ']	mukir		
594	spa	spa_latn_la_broad.tsv	mula	['m', 'u', 'l', 'a']	mula		
595	spa	spa_latn_la_broad.tsv	mular	['m', 'u', 'l', 'a', 'ɾ']	mular		
596	spa	spa_latn_la_broad.tsv	mulata	['m', 'u', 'l', 'a', 't', 'a']	mulata		
597	spa	spa_latn_la_broad.tsv	mulatas	['m', 'u', 'l', 'a', 't', 'a', 's']	mulatas		
598	spa	spa_latn_la_broad.tsv	mulita	['m', 'u', 'l', 'i', 't', 'a']	mulita		
599	spa	spa_latn_la_broad.tsv	mulá	['m', 'u', 'l', 'a']	mula		
600	spa	spa_latn_la_broad.tsv	munir	['m', 'u', 'n', 'i', 'ɾ']	munir		
601	spa	spa_latn_la_broad.tsv	mur	['m', 'u', 'ɾ']	mur		
602	spa	spa_latn_la_broad.tsv	mural	['m', 'u', 'ɾ', 'a', 'l']	mural		
603	spa	spa_latn_la_broad.tsv	murar	['m', 'u', 'ɾ', 'a', 'ɾ']	murar		
604	spa	spa_latn_la_broad.tsv	mus	['m', 'u', 's']	mus		
605	spa	spa_latn_la_broad.tsv	musa	['m', 'u', 's', 'a']	musa		
606	spa	spa_latn_la_broad.tsv	musaraña	['m', 'u', 's', 'a', 'ɾ', 'a', 'ɲ', 'a']	musaraña		
607	spa	spa_latn_la_broad.tsv	musical	['m', 'u', 's', 'i', 'k', 'a', 'l']	musikal		
608	spa	spa_latn_la_broad.tsv	mutar	['m', 'u', 't', 'a', 'ɾ']	mutar		
609	spa	spa_latn_la_broad.tsv	mutilar	['m', 'u', 't', 'i', 'l', 'a', 'ɾ']	mutilar		
610	spa	spa_latn_la_broad.tsv	mutis	['m', 'u', 't', 'i', 's']	mutis		
611	spa	spa_latn_la_broad.tsv	muña	['m', 'u', 'ɲ', 'a']	muña		
612	spa	spa_latn_la_broad.tsv	mácula	['m', 'a', 'k', 'u', 'l', 'a']	makula		
613	spa	spa_latn_la_broad.tsv	mágica	['m', 'a', 'x', 'i', 'k', 'a']	makika		
614	spa	spa_latn_la_broad.tsv	máquina	['m', 'a', 'k', 'i', 'n', 'a']	makina		
615	spa	spa_latn_la_broad.tsv	más	['m', 'a', 's']	mas		
616	spa	spa_latn_la_broad.tsv	mí	['m', 'i']	mi		
617	spa	spa_latn_la_broad.tsv	mímica	['m', 'i', 'm', 'i', 'k', 'a']	mimika		
618	spa	spa_latn_la_broad.tsv	mímicas	['m', 'i', 'm', 'i', 'k', 'a', 's']	mimikas		
619	spa	spa_latn_la_broad.tsv	mínima	['m', 'i', 'n', 'i', 'm', 'a']	minima		
620	spa	spa_latn_la_broad.tsv	mínimas	['m', 'i', 'n', 'i', 'm', 'a', 's']	minimas		
621	spa	spa_latn_la_broad.tsv	mínimum	['m', 'i', 'n', 'i', 'm', 'u', 'm']	minimum		
622	spa	spa_latn_la_broad.tsv	múnich	['m', 'u', 'n', 'i', 'k']	munik		
623	spa	spa_latn_la_broad.tsv	música	['m', 'u', 's', 'i', 'k', 'a']	musika		
624	spa	spa_latn_la_broad.tsv	naca	['n', 'a', 'k', 'a']	naka		
625	spa	spa_latn_la_broad.tsv	nacas	['n', 'a', 'k', 'a', 's']	nakas		
626	spa	spa_latn_la_broad.tsv	nacatamal	['n', 'a', 'k', 'a', 't', 'a', 'm', 'a', 'l']	nakatamal		
627	spa	spa_latn_la_broad.tsv	nahual	['n', 'a', 'w', 'a', 'l']	nawal		
628	spa	spa_latn_la_broad.tsv	najasa	['n', 'a', 'x', 'a', 's', 'a']	nakasa		
629	spa	spa_latn_la_broad.tsv	nana	['n', 'a', 'n', 'a']	nana		
630	spa	spa_latn_la_broad.tsv	nanas	['n', 'a', 'n', 'a', 's']	nanas		
631	spa	spa_latn_la_broad.tsv	narina	['n', 'a', 'ɾ', 'i', 'n', 'a']	narina		
632	spa	spa_latn_la_broad.tsv	narinas	['n', 'a', 'ɾ', 'i', 'n', 'a', 's']	narinas		
633	spa	spa_latn_la_broad.tsv	nasal	['n', 'a', 's', 'a', 'l']	nasal		
634	spa	spa_latn_la_broad.tsv	nata	['n', 'a', 't', 'a']	nata		
635	spa	spa_latn_la_broad.tsv	natal	['n', 'a', 't', 'a', 'l']	natal		
636	spa	spa_latn_la_broad.tsv	natan	['n', 'a', 't', 'a', 'n']	natan		
637	spa	spa_latn_la_broad.tsv	natura	['n', 'a', 't', 'u', 'ɾ', 'a']	natura		
638	spa	spa_latn_la_broad.tsv	natural	['n', 'a', 't', 'u', 'ɾ', 'a', 'l']	natural		
639	spa	spa_latn_la_broad.tsv	natán	['n', 'a', 't', 'a', 'n']	natan		
640	spa	spa_latn_la_broad.tsv	ni	['n', 'i']	ni		
641	spa	spa_latn_la_broad.tsv	nini	['n', 'i', 'n', 'i']	nini		
642	spa	spa_latn_la_broad.tsv	niña	['n', 'i', 'ɲ', 'a']	niña		
643	spa	spa_latn_la_broad.tsv	nuca	['n', 'u', 'k', 'a']	nuka		
644	spa	spa_latn_la_broad.tsv	ny	['n', 'i']	ni		
645	spa	spa_latn_la_broad.tsv	ná	['n', 'a']	na		
646	spa	spa_latn_la_broad.tsv	nácar	['n', 'a', 'k', 'a', 'ɾ']	nakar		
647	spa	spa_latn_la_broad.tsv	nácara	['n', 'a', 'k', 'a', 'ɾ', 'a']	nakara		
648	spa	spa_latn_la_broad.tsv	núcula	['n', 'u', 'k', 'u', 'l', 'a']	nukula		
649	spa	spa_latn_la_broad.tsv	oaxaca	['w', 'a', 'x', 'a', 'k', 'a']	wakaka		
650	spa	spa_latn_la_broad.tsv	pa	['p', 'a']	pa		
651	spa	spa_latn_la_broad.tsv	pa'l	['p', 'a', 'l']	pal		
652	spa	spa_latn_la_broad.tsv	paca	['p', 'a', 'k', 'a']	paka		
653	spa	spa_latn_la_broad.tsv	pack	['p', 'a', 'k']	pak		
654	spa	spa_latn_la_broad.tsv	pagina	['p', 'a', 'x', 'i', 'n', 'a']	pakina		
655	spa	spa_latn_la_broad.tsv	paja	['p', 'a', 'x', 'a']	paka		
656	spa	spa_latn_la_broad.tsv	pajarita	['p', 'a', 'x', 'a', 'ɾ', 'i', 't', 'a']	pakarita		
657	spa	spa_latn_la_broad.tsv	pala	['p', 'a', 'l', 'a']	pala		
658	spa	spa_latn_la_broad.tsv	palatal	['p', 'a', 'l', 'a', 't', 'a', 'l']	palatal		
659	spa	spa_latn_la_broad.tsv	palatina	['p', 'a', 'l', 'a', 't', 'i', 'n', 'a']	palatina		
660	spa	spa_latn_la_broad.tsv	palín	['p', 'a', 'l', 'i', 'n']	palin		
661	spa	spa_latn_la_broad.tsv	pamir	['p', 'a', 'm', 'i', 'ɾ']	pamir		
662	spa	spa_latn_la_broad.tsv	pan	['p', 'a', 'n']	pan		
663	spa	spa_latn_la_broad.tsv	panamá	['p', 'a', 'n', 'a', 'm', 'a']	panama		
664	spa	spa_latn_la_broad.tsv	paniculitis	['p', 'a', 'n', 'i', 'k', 'u', 'l', 'i', 't', 'i', 's']	panikulitis		
665	spa	spa_latn_la_broad.tsv	panícula	['p', 'a', 'n', 'i', 'k', 'u', 'l', 'a']	panikula		
666	spa	spa_latn_la_broad.tsv	papa	['p', 'a', 'p', 'a']	papa		
667	spa	spa_latn_la_broad.tsv	papalina	['p', 'a', 'p', 'a', 'l', 'i', 'n', 'a']	papalina		
668	spa	spa_latn_la_broad.tsv	papalisa	['p', 'a', 'p', 'a', 'l', 'i', 's', 'a']	papalisa		
669	spa	spa_latn_la_broad.tsv	papas	['p', 'a', 'p', 'a', 's']	papas		
670	spa	spa_latn_la_broad.tsv	papi	['p', 'a', 'p', 'i']	papi		
671	spa	spa_latn_la_broad.tsv	papila	['p', 'a', 'p', 'i', 'l', 'a']	papila		
672	spa	spa_latn_la_broad.tsv	papilar	['p', 'a', 'p', 'i', 'l', 'a', 'ɾ']	papilar		
673	spa	spa_latn_la_broad.tsv	papisa	['p', 'a', 'p', 'i', 's', 'a']	papisa		
674	spa	spa_latn_la_broad.tsv	papus	['p', 'a', 'p', 'u', 's']	papus		
675	spa	spa_latn_la_broad.tsv	papá	['p', 'a', 'p', 'a']	papa		
676	spa	spa_latn_la_broad.tsv	par	['p', 'a', 'ɾ']	par		
677	spa	spa_latn_la_broad.tsv	para	['p', 'a', 'ɾ', 'a']	para		
678	spa	spa_latn_la_broad.tsv	paralítica	['p', 'a', 'ɾ', 'a', 'l', 'i', 't', 'i', 'k', 'a']	paralitika		
679	spa	spa_latn_la_broad.tsv	paralíticas	['p', 'a', 'ɾ', 'a', 'l', 'i', 't', 'i', 'k', 'a', 's']	paralitikas		
680	spa	spa_latn_la_broad.tsv	paramara	['p', 'a', 'ɾ', 'a', 'm', 'a', 'ɾ', 'a']	paramara		
681	spa	spa_latn_la_broad.tsv	paramilitar	['p', 'a', 'ɾ', 'a', 'm', 'i', 'l', 'i', 't', 'a', 'ɾ']	paramilitar		
682	spa	spa_latn_la_broad.tsv	paranasal	['p', 'a', 'ɾ', 'a', 'n', 'a', 's', 'a', 'l']	paranasal		
683	spa	spa_latn_la_broad.tsv	paraná	['p', 'a', 'ɾ', 'a', 'n', 'a']	parana		
684	spa	spa_latn_la_broad.tsv	parar	['p', 'a', 'ɾ', 'a', 'ɾ']	parar		
685	spa	spa_latn_la_broad.tsv	parara	['p', 'a', 'ɾ', 'a', 'ɾ', 'a']	parara		
686	spa	spa_latn_la_broad.tsv	pararas	['p', 'a', 'ɾ', 'a', 'ɾ', 'a', 's']	pararas		
687	spa	spa_latn_la_broad.tsv	parará	['p', 'a', 'ɾ', 'a', 'ɾ', 'a']	parara		
688	spa	spa_latn_la_broad.tsv	pararás	['p', 'a', 'ɾ', 'a', 'ɾ', 'a', 's']	pararas		
689	spa	spa_latn_la_broad.tsv	parasita	['p', 'a', 'ɾ', 'a', 's', 'i', 't', 'a']	parasita		
690	spa	spa_latn_la_broad.tsv	parasitar	['p', 'a', 'ɾ', 'a', 's', 'i', 't', 'a', 'ɾ']	parasitar		
691	spa	spa_latn_la_broad.tsv	parasitas	['p', 'a', 'ɾ', 'a', 's', 'i', 't', 'a', 's']	parasitas		
692	spa	spa_latn_la_broad.tsv	parasitás	['p', 'a', 'ɾ', 'a', 's', 'i', 't', 'a', 's']	parasitas		
693	spa	spa_latn_la_broad.tsv	paris	['p', 'a', 'ɾ', 'i', 's']	paris		
694	spa	spa_latn_la_broad.tsv	parásita	['p', 'a', 'ɾ', 'a', 's', 'i', 't', 'a']	parasita		
695	spa	spa_latn_la_broad.tsv	parásitas	['p', 'a', 'ɾ', 'a', 's', 'i', 't', 'a', 's']	parasitas		
696	spa	spa_latn_la_broad.tsv	parís	['p', 'a', 'ɾ', 'i', 's']	paris		
697	spa	spa_latn_la_broad.tsv	pasa	['p', 'a', 's', 'a']	pasa		
698	spa	spa_latn_la_broad.tsv	pasanaku	['p', 'a', 's', 'a', 'n', 'a', 'k', 'u']	pasanaku		
699	spa	spa_latn_la_broad.tsv	pasar	['p', 'a', 's', 'a', 'ɾ']	pasar		
700	spa	spa_latn_la_broad.tsv	pasita	['p', 'a', 's', 'i', 't', 'a']	pasita		
701	spa	spa_latn_la_broad.tsv	pata	['p', 'a', 't', 'a']	pata		
702	spa	spa_latn_la_broad.tsv	patana	['p', 'a', 't', 'a', 'n', 'a']	patana		
703	spa	spa_latn_la_broad.tsv	patata	['p', 'a', 't', 'a', 't', 'a']	patata		
704	spa	spa_latn_la_broad.tsv	patatús	['p', 'a', 't', 'a', 't', 'u', 's']	patatus		
705	spa	spa_latn_la_broad.tsv	patinar	['p', 'a', 't', 'i', 'n', 'a', 'ɾ']	patinar		
